"No","RefTree","Tree","RefTree_taxa","Tree_taxa","Common_taxa","Triples","RFCluster(0.5)","MatchingPair","NodalSplitted","MatchingCluster","MAST","CopheneticL2Metric"
"881","1","881","27","27","27","2030.0000","25.0000","237.0000","89.9111","160.0000","20.0000","51.7301"
"882","1","882","27","27","27","1971.0000","25.0000","229.0000","83.0542","140.0000","19.0000","49.0306"
"883","1","883","27","27","27","1970.0000","25.0000","228.0000","90.6091","146.0000","18.0000","51.0490"
"884","1","884","27","27","27","2017.0000","25.0000","231.0000","91.8477","150.0000","19.0000","51.4782"
"885","1","885","27","27","27","1703.0000","25.0000","207.0000","86.6141","138.0000","19.0000","48.7442"
"886","1","886","27","27","27","2047.0000","25.0000","232.0000","92.5311","156.0000","19.0000","51.6140"
"887","1","887","27","27","27","1914.0000","25.0000","225.0000","91.9783","146.0000","18.0000","50.8724"
"888","1","888","27","27","27","1976.0000","25.0000","223.0000","86.8447","148.0000","18.0000","50.3984"
"889","1","889","27","27","27","1817.0000","25.0000","219.0000","84.1665","134.0000","18.0000","47.9375"
"890","1","890","27","27","27","2019.0000","25.0000","233.0000","89.4539","156.0000","18.0000","51.4004"
"891","1","891","27","27","27","2035.0000","24.0000","238.0000","92.7470","158.0000","19.0000","52.2303"
"892","1","892","27","27","27","1950.0000","25.0000","230.0000","90.6422","150.0000","19.0000","50.8527"
"893","1","893","27","27","27","2006.0000","25.0000","227.0000","94.2974","154.0000","19.0000","51.4782"
"894","1","894","27","27","27","1885.0000","24.0000","219.0000","81.9634","138.0000","18.0000","48.5592"
"895","1","895","27","27","27","2048.0000","25.0000","235.0000","82.1219","158.0000","19.0000","50.7543"
"896","1","896","27","27","27","1979.0000","25.0000","233.0000","84.9824","156.0000","20.0000","50.3984"
"897","1","897","27","27","27","1876.0000","24.0000","223.0000","89.4651","142.0000","18.0000","49.3761"
"898","1","898","27","27","27","2035.0000","24.0000","235.0000","90.8405","154.0000","19.0000","51.4198"
"899","1","899","27","27","27","1818.0000","25.0000","219.0000","84.6286","126.0000","18.0000","46.0217"
"900","1","900","27","27","27","1981.0000","25.0000","235.0000","89.3420","150.0000","19.0000","50.0000"
"901","1","901","27","27","27","1863.0000","24.0000","218.0000","87.2238","138.0000","17.0000","49.3356"
"902","1","902","27","27","27","2017.0000","25.0000","232.0000","87.6584","146.0000","18.0000","50.9313"
"903","1","903","27","27","27","1850.0000","25.0000","220.0000","86.7410","140.0000","18.0000","49.9400"
"904","1","904","27","27","27","1982.0000","25.0000","229.0000","89.5545","148.0000","19.0000","50.3587"
"905","1","905","27","27","27","1994.0000","25.0000","235.0000","91.4330","154.0000","20.0000","50.8134"
"906","1","906","27","27","27","2015.0000","25.0000","233.0000","88.4421","154.0000","20.0000","50.9117"
"907","1","907","27","27","27","1905.0000","25.0000","225.0000","90.2774","142.0000","19.0000","49.9199"
"908","1","908","27","27","27","1978.0000","25.0000","228.0000","83.6899","148.0000","19.0000","49.7393"
"909","1","909","27","27","27","1926.0000","25.0000","229.0000","95.2680","152.0000","19.0000","50.4579"
"910","1","910","27","27","27","2029.0000","25.0000","234.0000","92.9731","156.0000","18.0000","51.8266"
"911","1","911","27","27","27","1996.0000","25.0000","229.0000","89.4092","152.0000","19.0000","51.1859"
"912","1","912","27","27","27","1903.0000","25.0000","231.0000","85.5219","144.0000","19.0000","48.5592"
"913","1","913","27","27","27","1985.0000","25.0000","232.0000","94.3504","150.0000","19.0000","51.0882"
"914","1","914","27","27","27","1987.0000","25.0000","233.0000","80.4239","150.0000","19.0000","48.9490"
"915","1","915","27","27","27","2038.0000","25.0000","234.0000","92.8547","158.0000","18.0000","51.5946"
"916","1","916","27","27","27","2052.0000","25.0000","236.0000","86.1974","158.0000","19.0000","51.0882"
"917","1","917","27","27","27","1833.0000","24.0000","224.0000","80.8208","136.0000","19.0000","46.9894"
"918","1","918","27","27","27","1986.0000","25.0000","232.0000","86.9022","154.0000","19.0000","50.1996"
"919","1","919","27","27","27","1977.0000","25.0000","228.0000","90.8075","148.0000","18.0000","51.1077"
"920","1","920","27","27","27","1993.0000","25.0000","228.0000","88.1136","152.0000","18.0000","50.6557"
"921","1","921","27","27","27","2040.0000","25.0000","233.0000","88.4534","154.0000","19.0000","51.5558"
"922","1","922","27","27","27","1913.0000","25.0000","223.0000","84.8410","150.0000","19.0000","49.3559"
"923","1","923","27","27","27","1703.0000","25.0000","212.0000","84.3682","132.0000","17.0000","46.1519"
"924","1","924","27","27","27","1994.0000","25.0000","232.0000","87.5214","154.0000","19.0000","50.0799"
"925","1","925","27","27","27","1961.0000","25.0000","222.0000","85.9069","140.0000","18.0000","49.7192"
"926","1","926","27","27","27","2023.0000","25.0000","233.0000","91.7497","156.0000","19.0000","51.6140"
"927","1","927","27","27","27","2039.0000","25.0000","234.0000","83.8451","152.0000","19.0000","50.1797"
"928","1","928","27","27","27","1953.0000","25.0000","227.0000","89.0169","150.0000","18.0000","50.2394"
"929","1","929","27","27","27","1990.0000","25.0000","230.0000","87.6698","154.0000","19.0000","51.0294"
"930","1","930","27","27","27","1968.0000","25.0000","237.0000","95.4044","156.0000","19.0000","50.6360"
"931","1","931","27","27","27","2054.0000","25.0000","236.0000","90.3327","162.0000","20.0000","51.8459"
"932","1","932","27","27","27","1923.0000","25.0000","223.0000","84.8999","142.0000","18.0000","50.0200"
"933","1","933","27","27","27","1919.0000","25.0000","217.0000","87.1550","140.0000","19.0000","49.1935"
"934","1","934","27","27","27","1997.0000","25.0000","232.0000","89.0842","152.0000","19.0000","50.3984"
"935","1","935","27","27","27","2010.0000","25.0000","231.0000","92.0652","156.0000","18.0000","50.9313"
"936","1","936","27","27","27","2007.0000","25.0000","236.0000","91.5533","150.0000","20.0000","50.6162"
"937","1","937","27","27","27","1855.0000","25.0000","223.0000","87.5329","140.0000","18.0000","49.3356"
"938","1","938","27","27","27","1955.0000","25.0000","226.0000","88.4534","146.0000","18.0000","50.0799"
"939","1","939","27","27","27","2009.0000","25.0000","228.0000","86.3250","146.0000","17.0000","50.2394"
"940","1","940","27","27","27","1950.0000","25.0000","227.0000","92.4986","152.0000","19.0000","51.6527"
"941","1","941","27","27","27","2000.0000","24.0000","224.0000","82.1097","146.0000","18.0000","49.6991"
"942","1","942","27","27","27","2048.0000","25.0000","231.0000","89.3197","152.0000","18.0000","50.6557"
"943","1","943","27","27","27","2026.0000","25.0000","234.0000","90.6091","154.0000","19.0000","50.5964"
"944","1","944","27","27","27","2027.0000","25.0000","232.0000","83.9405","156.0000","19.0000","49.8197"
"945","1","945","27","27","27","1973.0000","25.0000","232.0000","87.8408","150.0000","19.0000","50.2593"
"946","1","946","27","27","27","1859.0000","25.0000","221.0000","88.9157","144.0000","19.0000","48.9694"
"947","1","947","27","27","27","2045.0000","25.0000","234.0000","90.1665","156.0000","19.0000","51.6333"
"948","1","948","27","27","27","1998.0000","25.0000","230.0000","90.0999","152.0000","19.0000","50.9706"
"949","1","949","27","27","27","2038.0000","25.0000","232.0000","84.6168","150.0000","20.0000","50.5767"
"950","1","950","27","27","27","2026.0000","25.0000","230.0000","85.0529","148.0000","18.0000","50.4579"
"951","1","951","27","27","27","1971.0000","25.0000","226.0000","86.4870","150.0000","18.0000","50.1597"
"952","1","952","27","27","27","2004.0000","25.0000","235.0000","94.8472","154.0000","19.0000","51.5946"
"953","1","953","27","27","27","1692.0000","25.0000","209.0000","83.9047","122.0000","17.0000","46.1086"
"954","1","954","27","27","27","1988.0000","25.0000","234.0000","91.9021","148.0000","20.0000","50.2593"
